,sent_a,sent_b,label
5317,There weren't unable to be a lot of peppers bothering most women.,There weren't unlikely to be a lot of peppers bothering most women.,1.0
5318,There is unwilling to be a screen dropping.,There is sure to be a screen dropping.,1.0
5319,There threaten to be few nephews of Donald waking up.,There wished to be few nephews of Donald waking up.,0.0
5320,There looked to be a college campus irritating Jennifer.,There attempted to be a college campus irritating Jennifer.,0.0
5321,There continues to be a pedestrian curing Stephanie.,There happens to be a pedestrian curing Stephanie.,1.0
5322,There can like to be a committee forfeiting.,There can fail to be a committee forfeiting.,1.0
5323,There was unlikely to be a committee convincing Caroline to slump over.,There was able to be a committee convincing Caroline to slump over.,0.0
5324,There were overjoyed to be more than three pictures hurting Sonia.,There were certain to be more than three pictures hurting Sonia.,1.0
5325,There is turning out to be a doctor yawning.,There is neglecting to be a doctor yawning.,0.0
5326,There had appeared to be a girl upsetting Rachel.,There had needed to be a girl upsetting Rachel.,0.0
5327,There weren't pleased to be many coats looking like most drawings.,There weren't likely to be many coats looking like most drawings.,1.0
5328,There hadn't proven to be a shirt embarrassing Winston Churchill.,There hadn't intended to be a shirt embarrassing Winston Churchill.,0.0
5329,There aren't sure to be few bicycles boring Homer.,There aren't unwilling to be few bicycles boring Homer.,0.0
5330,There is soon to be a slope bothering the associations.,There is pleased to be a slope bothering the associations.,0.0
5331,There would prove to be a print of Richard vanishing.,There would manage to be a print of Richard vanishing.,0.0
5332,There wouldn't hope to be a bike tipping over.,There wouldn't fail to be a bike tipping over.,1.0
5333,There have seemed to be fewer than three spotlights shocking Tammy.,There have tried to be fewer than three spotlights shocking Tammy.,0.0
5334,There were unhappy to be some daughters of a lot of ladies climbing up the slope.,There were unlikely to be some daughters of a lot of ladies climbing up the slope.,1.0
5335,There were likely to be more than three hats annoying Andrea.,There were ready to be more than three hats annoying Andrea.,0.0
5336,There weren't managing to be more than three skirts looking like a print.,There weren't turning out to be more than three skirts looking like a print.,1.0
5337,There are about to be few paintings of some mushroom bothering this guest.,There are anxious to be few paintings of some mushroom bothering this guest.,0.0
5338,There isn't happy to be a guest expecting all companies to work hard.,There isn't unlikely to be a guest expecting all companies to work hard.,1.0
5339,There wasn't unlikely to be a teacher forcing Curtis to clean a chair.,There wasn't ready to be a teacher forcing Curtis to clean a chair.,0.0
5340,There are about to be some paintings of Tara embarrassing Charles.,There are anxious to be some paintings of Tara embarrassing Charles.,0.0
5341,There aren't unlikely to be few public parks annoying Florence.,There aren't willing to be few public parks annoying Florence.,0.0
5342,There bother to be some coats warping.,There happened to be some coats warping.,1.0
5343,There were unlikely to be a lot of teachers needing many women to succeed.,There were unhappy to be a lot of teachers needing many women to succeed.,0.0
5344,There could fail to be fish burning.,There could intend to be fish burning.,0.0
5345,There wasn't seeming to be a girl disgusting Carolyn.,There wasn't neglecting to be a girl disgusting Carolyn.,0.0
5346,There isn't unlikely to be an apple impressing Erin.,There isn't able to be an apple impressing Erin.,0.0
5347,There wasn't unlikely to be broccoli blackening.,There wasn't willing to be broccoli blackening.,0.0
5348,There manages to be a glove wrinkling.,There fails to be a glove wrinkling.,1.0
5349,There are proving to be a lot of sweaters scaring Anna.,There are hoping to be a lot of sweaters scaring Anna.,0.0
5350,There aren't apt to be many birds hurting Lisa.,There aren't unhappy to be many birds hurting Lisa.,0.0
5351,There is eager to be a cat confusing Kimberley.,There is apt to be a cat confusing Kimberley.,1.0
5352,There isn't overjoyed to be a shoe aggravating some libraries.,There isn't about to be a shoe aggravating some libraries.,1.0
5353,There aren't intending to be more than three plates dropping.,There aren't turning out to be more than three plates dropping.,1.0
5354,There should threaten to be few prints bothering a lot of women.,There should yearn to be few prints bothering a lot of women.,0.0
5355,There yearned to be a friend of Jacqueline stunning Chad.,There seems to be a friend of Jacqueline stunning Chad.,1.0
5356,There isn't bound to be an adult attempting to forfeit.,There isn't unable to be an adult attempting to forfeit.,0.0
5357,There are unlikely to be no stories about the Clintons winning.,There are eager to be no stories about the Clintons winning.,0.0
5358,There weren't unhappy to be more than three glaciers stunning Cynthia.,There weren't unlikely to be more than three glaciers stunning Cynthia.,1.0
5359,There needs to be an eggplant annoying Patricia.,There appears to be an eggplant annoying Patricia.,1.0
5360,There hasn't proven to be a woman alarming Jessica.,There hasn't yearned to be a woman alarming Jessica.,0.0
5361,There is appearing to be a woman leaving Ruth.,There is planning to be a woman leaving Ruth.,0.0
5362,There could long to be a convertible upsetting Sally.,There could fail to be a convertible upsetting Sally.,1.0
5363,There wasn't needing to be a cake appearing.,There wasn't happening to be a cake appearing.,1.0
5364,There would neglect to be no stories worrying Carrie.,There would happen to be no stories worrying Carrie.,1.0
5365,There can continue to be grandsons of Adam playing.,There can happen to be grandsons of Adam playing.,1.0
5366,There isn't unlikely to be an art gallery aggravating the university.,There isn't ready to be an art gallery aggravating the university.,0.0
5367,There could fail to be few socks drying.,There could wish to be few socks drying.,0.0
5368,There weren't continuing to be few dancers driving to many museums.,There weren't failing to be few dancers driving to many museums.,1.0
5369,There did long to be fewer than three sketches falling.,There did fail to be fewer than three sketches falling.,1.0
5370,There were apt to be no organizations seeming to take a lot of glasses.,There were ready to be no organizations seeming to take a lot of glasses.,0.0
5371,There weren't certain to be brothers of Sharon retaliating.,There weren't happy to be brothers of Sharon retaliating.,0.0
5372,There failed to be some sons of Heidi donating.,There seemed to be some sons of Heidi donating.,1.0
5373,There neglects to be a woman wishing to sit down.,There fails to be a woman wishing to sit down.,1.0
5374,There was reluctant to be a mouth disgusting Becky.,There was bound to be a mouth disgusting Becky.,1.0
5375,There had failed to be a bank managing to hire Brett.,There had bothered to be a bank managing to hire Brett.,0.0
5376,There are reluctant to be many muffins wasting away.,There are apt to be many muffins wasting away.,1.0
5377,There was failing to be an essay confusing the Lutherans.,There was longing to be an essay confusing the Lutherans.,0.0
5378,There wasn't unwilling to be hair worrying Todd.,There wasn't about to be hair worrying Todd.,1.0
5379,There could fail to be a guy thinking Kristen had liked to perform.,There could want to be a guy thinking Kristen had liked to perform.,0.0
5380,There was appearing to be a story about the Great Lakes stunning Douglas.,There was attempting to be a story about the Great Lakes stunning Douglas.,0.0
5381,There looks to be a boy escaping from actresses.,There neglects to be a boy escaping from actresses.,0.0
5382,There proved to be a bird looking like some print.,There tried to be a bird looking like some print.,0.0
5383,There was about to be a hospital alarming Jodi.,There was eager to be a hospital alarming Jodi.,0.0
5384,There isn't proposing to be a glacier evaporating.,There isn't happening to be a glacier evaporating.,1.0
5385,There did look to be a lot of wheelbarrows stopping.,There did attempt to be a lot of wheelbarrows stopping.,0.0
5386,There was unwilling to be a university negotiating.,There was apt to be a university negotiating.,1.0
5387,There had seemed to be a lot of jackets shrinking.,There had intended to be a lot of jackets shrinking.,0.0
5388,There tried to be many essays about the Great Lakes stunning Stacey.,There threaten to be many essays about the Great Lakes stunning Stacey.,1.0
5389,There wasn't certain to be a nephew of Christina persuading Paul to spin around.,There wasn't willing to be a nephew of Christina persuading Paul to spin around.,0.0
5390,There want to be many companies helping Stacy.,There seem to be many companies helping Stacy.,1.0
5391,There was bound to be a story stunning Kimberley.,There was overjoyed to be a story stunning Kimberley.,0.0
5392,There aren't apt to be few customers failing to upset Cheryl.,There aren't pleased to be few customers failing to upset Cheryl.,0.0
5393,There hasn't looked to be a rabbit embarrassing Teresa.,There hasn't managed to be a rabbit embarrassing Teresa.,0.0
5394,There had neglected to be few lakes looking like those paintings.,There had turned out to be few lakes looking like those paintings.,1.0
5395,There was unable to be an apple charring.,There was likely to be an apple charring.,1.0
